record_id,question_id,llm_decision,llm_reason_codes,llm_confidence,llm_model,llm_reasoning_effort,decision_authority,status
REC-PUBMED-12077733,B2,deprioritize,off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12081669,A2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1209393,B3,retain,population|exposure|outcome|human_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12100915,B1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12101206,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12102541,B3,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12105395,A1,retain,exposure|outcome|human_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12107202,B2,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12108671,B3,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12109997,B2,deprioritize,population|outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12110000,B1,deprioritize,outcome|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12110423,B2,deprioritize,off_topic|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12119474,B1,deprioritize,population|exposure|outcome,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12119482,B2,deprioritize,animal_term_present|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12124952,A2,deprioritize,off_topic|human_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12131364,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12132525,B2,deprioritize,human_signal|off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12135177,B2,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12138993,B2,deprioritize,off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12144200,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12145693,B2,deprioritize,animal_term_present|design_signal|off_topic|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12145766,B2,deprioritize,population|off_topic|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12147785,B2,deprioritize,outcome|human_signal|exposure|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12151058,B2,deprioritize,animal_term_present|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12152242,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12152676,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12162160,A1,retain,exposure|outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12162504,B2,deprioritize,animal_term_present|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12166945,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12173912,B2,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12177691,A2,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12180874,A1,deprioritize,population|animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12182056,B1,retain,human_signal|exposure|outcome,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12182056,B2,deprioritize,exposure|off_topic|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12184744,B3,deprioritize,exposure|outcome|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12185465,B2,retain,population|exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12186515,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12187089,B2,deprioritize,population|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12187193,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12187193,B3,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12187321,B2,deprioritize,off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12196089,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12203198,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12203199,B2,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12207101,B2,deprioritize,off_topic|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12215760,A1,retain,exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12216479,B2,deprioritize,exposure|design_signal|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12222712,B2,deprioritize,exposure|outcome|human_signal|off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12227689,B2,deprioritize,population|exposure|outcome|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12231068,B2,deprioritize,outcome|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12231522,B2,retain,population|exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12233075,B2,retain,population|human_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12235010,B1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12235885,B2,deprioritize,exposure|human_signal|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12239633,B2,deprioritize,off_topic|outcome|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12243598,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12243605,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12297963,A1,retain,exposure|human_signal|design_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12324873,B2,deprioritize,exposure|animal_term_present|off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1232921,B2,deprioritize,animal_term_present|population|exposure|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1233189,B1,retain,population|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12364430,B2,deprioritize,off_topic|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12368163,A1,retain,human_signal|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12368731,A2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12369051,B2,deprioritize,population|off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12372764,B1,deprioritize,exposure|outcome|off_topic|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12372923,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12384421,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12388390,B2,deprioritize,off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12388409,B2,deprioritize,animal_term_present|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12389022,B2,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12399436,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12399635,B2,deprioritize,animal_term_present|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12400845,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12410860,B2,deprioritize,exposure|outcome|population|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12411726,B1,deprioritize,animal_term_present|population|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12412773,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12412775,B2,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12412783,B2,deprioritize,off_topic|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12414784,A1,retain,exposure|outcome|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12422103,A2,deprioritize,population|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12422463,A1,retain,exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12425329,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12430973,B1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12431792,B2,deprioritize,animal_term_present|population|outcome|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12434119,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12438519,A2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12438976,B2,deprioritize,off_topic|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12448249,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12452752,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12454223,B2,deprioritize,animal_term_present|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1245477,A1,deprioritize,animal_term_present|exposure|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12460048,B2,deprioritize,population|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12465754,B2,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12467655,B2,deprioritize,population|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12469911,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12471648,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12472094,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12474069,B1,deprioritize,population|outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12474639,B1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12474643,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12474644,B1,deprioritize,off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12474645,B1,retain,outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12474721,B3,deprioritize,animal_term_present|population|off_topic|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12485451,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12488196,A2,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12490859,B2,deprioritize,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12496510,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12496746,B2,deprioritize,exposure|off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12499756,B2,deprioritize,exposure|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12503044,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12510321,B3,deprioritize,exposure|outcome|design_signal|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12520525,B2,deprioritize,animal_term_present|off_topic|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12520528,B2,retain,exposure|outcome|human_signal|animal_term_present|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12521209,B2,deprioritize,human_signal|off_topic|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12521320,A2,deprioritize,exposure|off_topic|human_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12522454,A1,retain,exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12522585,B2,retain,exposure|outcome|human_signal|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12523377,B1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12523469,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12527857,B2,deprioritize,off_topic|human_signal|exposure|design_signal|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12528991,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12529742,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12532171,A2,deprioritize,exposure|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12534039,A1,retain,exposure|outcome|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12542560,B2,deprioritize,exposure|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12544077,B1,deprioritize,exposure|human_signal|off_topic|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12544077,B2,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12544288,B1,deprioritize,exposure|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12544289,B1,retain,population|human_signal|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12548389,B2,deprioritize,animal_term_present|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12549600,A2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12549788,B1,deprioritize,exposure|population|outcome|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12551829,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12556615,A2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12557410,A1,retain,human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12557411,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12558310,B2,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12559675,A1,deprioritize,animal_term_present|exposure|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12563199,A2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12563622,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12563622,B3,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12563623,B3,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12570835,B2,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12574807,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1257593,A1,deprioritize,animal_term_present|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12586128,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12590034,B2,deprioritize,off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1259282,B3,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12595492,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12596669,A1,deprioritize,population|exposure|outcome|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12597063,A1,deprioritize,off_topic|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12598828,B2,deprioritize,human_signal|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12599228,B2,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12601493,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12602374,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12603561,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12609647,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12611617,B2,deprioritize,off_topic|exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12612132,A2,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12612169,B1,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12612963,B2,deprioritize,exposure|human_signal|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12617985,A1,deprioritize,exposure|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12619944,B2,deprioritize,exposure|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
