report_id,record_id,pmid,question_ids,title,agent_provisional_study_id,agent_recommendation,linkage_evidence,trial_registration_ids,duplicate_cluster_ids,component_report_count,confidence,source_record_sha256,decision_authority,human_link_decision,human_study_id,verified_by,verified_at
RPT-PUBMED-17393118,REC-PUBMED-17393118,17393118,B2,A comparative study on several models of experimental renal calcium oxalate stones formation in rats.,AGENT-STUDY-021952A3F7F5,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,51751ad0356871660ead4bcf4b98cb4c8764143587d16e57dd31f0609323c0d5,agent_prereview_only,,,,
RPT-PUBMED-17401495,REC-PUBMED-17401495,17401495,B2,"Analysis of the diagnostic presentation profile, parathyroidectomy indication and bone mineral density follow-up of Brazilian patients with primary hyperparathyroidism.",AGENT-STUDY-E4751E0CA145,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,e79ff63eb9b2d80fad11f8a478370c7a7deb0e9bc4bbf10f27cd0960a9b0f9d9,agent_prereview_only,,,,
RPT-PUBMED-17405659,REC-PUBMED-17405659,17405659,B3,[Diet and nutrition in nephrolitiasis].,AGENT-STUDY-1D3C9E89C872,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,75ea095b6f7e5cd50e5d40a18fa69acce8a2d453bdd837b8771f3022589c6bf9,agent_prereview_only,,,,
RPT-PUBMED-17407788,REC-PUBMED-17407788,17407788,A1,Prothrombin complex concentrate (Octaplex) in patients requiring immediate reversal of oral anticoagulation.,AGENT-STUDY-52289092ADFC,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5f803fb7fde938072b679c2266755d7056e86a844e1a7a2adba59597577930dd,agent_prereview_only,,,,
RPT-PUBMED-17413305,REC-PUBMED-17413305,17413305,A1,Non-obstructive prosthetic aortic valve thrombosis presenting with acute myocardial infarction and stroke in a patient with inadequate low-molecular-weight heparin treatment. The unlucky patient and the (pseudo)prudent physician.,AGENT-STUDY-0D572321894F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,021e452d5b916ae823a691406f8df24b6315444ea5e2efd8345b116b5ec54364,agent_prereview_only,,,,
RPT-PUBMED-17415322,REC-PUBMED-17415322,17415322,A1,Ingestion of superwarfarin leading to coagulopathy: a case report and review of the literature.,AGENT-STUDY-D59A67E6240C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,49cd4ac375f08b4558f1a90e04f952eb509421f395673a879112f9d624062771,agent_prereview_only,,,,
RPT-PUBMED-17419705,REC-PUBMED-17419705,17419705,B2,Association of vitamin D receptor (Fok-I) polymorphism with the clinical presentation of calcium urolithiasis.,AGENT-STUDY-C97E73876974,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f2a648396251813576ab0e82874bac5eae31d627633d37d84f2cb30142379cd0,agent_prereview_only,,,,
RPT-PUBMED-17422277,REC-PUBMED-17422277,17422277,A1,Warfarin: a review with emphasis on its use in the horse.,AGENT-STUDY-405A518059DB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,479c4dd8f56e6f867fd61b5c6416bdde5811a8794370f0c0324440e20133e5a0,agent_prereview_only,,,,
RPT-PUBMED-17432275,REC-PUBMED-17432275,17432275,A1,Deep vein thromboembolism in malignant diseases.,AGENT-STUDY-25C6DCBEBF73,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,56354ba419ad647b4fa53f386cae528bbaa13e03a305bc174eb9a8290689d4c0,agent_prereview_only,,,,
RPT-PUBMED-17435416,REC-PUBMED-17435416,17435416,B2,Reversible congestive heart failure related to profound hypocalcemia secondary to hypoparathyroidism.,AGENT-STUDY-3913E610B2D7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f3677f2166e7db1c434c88068149821179d66a4480897da2ca8c9f33997ecce7,agent_prereview_only,,,,
RPT-PUBMED-17443622,REC-PUBMED-17443622,17443622,A1,Oral anticoagulation for prolonging survival in patients with cancer.,AGENT-STUDY-3CCDAF0F8118,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,382f52b0a82d8e08003230233705f0d50228a8ec5470ac9b004ae366d57b4c66,agent_prereview_only,,,,
RPT-PUBMED-17444814,REC-PUBMED-17444814,17444814,B2,"Effect of 2-methylene-19-nor-(20S)-1 alpha-hydroxy-bishomopregnacalciferol (2MbisP), an analog of vitamin D, on secondary hyperparathyroidism.",AGENT-STUDY-35C626ADD31C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6cd88e13bf50f1f4da8d1f5d1588d73e83a91c0ae7eafdedfc6b28a727d752e6,agent_prereview_only,,,,
RPT-PUBMED-17449392,REC-PUBMED-17449392,17449392,A1,Oral anticoagulation in atrial fibrillation: A pan-European patient survey.,AGENT-STUDY-C296C82EF52B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,05cde44bbb43bb88db38e775394bb694d43b1247c3b9a76c0535dc91599d947f,agent_prereview_only,,,,
RPT-PUBMED-17457014,REC-PUBMED-17457014,17457014,B2,Diagnosis of a case of ectopic parathyroid adenoma on the early image of 99mTc-MIBI scintigram.,AGENT-STUDY-7728B0EFC344,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2a5953696aa7c3d6998782587122e0d217b9595d6696c7f499eec6339e80bc26,agent_prereview_only,,,,
RPT-PUBMED-17461930,REC-PUBMED-17461930,17461930,A2,Differential effects of high prothrombin levels on thrombin generation depending on the cause of the hyperprothrombinemia.,AGENT-STUDY-77932DE4FB03,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6f380e25d8b6897307280ffc8c4606d058ccff77525666bec22fd20e2428769a,agent_prereview_only,,,,
RPT-PUBMED-17462177,REC-PUBMED-17462177,17462177,A1,Justifying the clinical use of fresh frozen plasma - an audit.,AGENT-STUDY-3B847C066844,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,572183bd6c499dc70017e90aa208d53eae58d5a3eebda23d84c5e84fee5a16f3,agent_prereview_only,,,,
RPT-PUBMED-17473068,REC-PUBMED-17473068,17473068,B2,Identification and functional characterization of a novel mutation in the calcium-sensing receptor gene in familial hypocalciuric hypercalcemia: modulation of clinical severity by vitamin D status.,AGENT-STUDY-BFB7C01F5118,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,215a598bb01bcde87c9a6b11bb257d116862561e0222d91a2a19b582edc0fcd2,agent_prereview_only,,,,
RPT-PUBMED-17480179,REC-PUBMED-17480179,17480179,B2,The safety of zoledronic acid.,AGENT-STUDY-733D28E6DAD0,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4f81eedaf30e4fff495be24a66065f851f113ec89b56113853e15cdbec9f04e6,agent_prereview_only,,,,
RPT-PUBMED-17487123,REC-PUBMED-17487123,17487123,B1,Urinary risk factors for recurrent calcium stone formation in Thai stone formers.,AGENT-STUDY-0A6103F29B4C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,deed51ba0265a3492789943e6904ec1c1afb148b6ec7ac44b2c533b270b820e8,agent_prereview_only,,,,
RPT-PUBMED-17490933,REC-PUBMED-17490933,17490933,B2,Intrathyroidal parathyroid carcinoma as cause of hypercalcemia and pitfall of localization techniques: clinical and biologic features.,AGENT-STUDY-5998F24715D1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,98da4f5408ef7e14dfd388041a2ff86fe335a6e394fc263fb5846f1694e01ed5,agent_prereview_only,,,,
RPT-PUBMED-17491542,REC-PUBMED-17491542,17491542,A1,"Warfarin prevalence, indications for use and haemorrhagic events.",AGENT-STUDY-7B8D0C0E04B9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,33b5ebd01226a88fae5cdbf91dad6906cb291a32085414708d9f618efd39feea,agent_prereview_only,,,,
RPT-PUBMED-17494450,REC-PUBMED-17494450,17494450,B1,Dietary and holistic treatment of recurrent calcium oxalate kidney stones: review of literature to guide patient education.,AGENT-STUDY-D35DD06637D8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,bea9208d8c61a9bf9c4ec9c0c2ef788b5559966419b4b9aa19f7ce637cca208d,agent_prereview_only,,,,
RPT-PUBMED-17498002,REC-PUBMED-17498002,17498002,B2,Effects of 22-oxacalcitriol and calcitriol on PTH secretion and bone mineral metabolism in a crossover trial in hemodialysis patients with secondary hyperparathyroidism.,AGENT-STUDY-1F5626108D03,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,65437dad8ac7b354eedaa3bfb83aa8918c8e04a8b26df461bfefef289328066d,agent_prereview_only,,,,
RPT-PUBMED-17509313,REC-PUBMED-17509313,17509313,B2,Reduction of renal stone risk by potassium-magnesium citrate during 5 weeks of bed rest.,AGENT-STUDY-AFDE469BC879,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,0497ebe630cac439a8f965c5aeb3a5922d637bda202ab778ebd18b437eb97e82,agent_prereview_only,,,,
RPT-PUBMED-17520689,REC-PUBMED-17520689,17520689,B2,"Resistance to 1,25D-induced differentiation in human acute myeloid leukemia HL60-40AF cells is associated with reduced transcriptional activity and nuclear localization of the vitamin D receptor.",AGENT-STUDY-720457FC17B4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,78f890a9b11984cffbe36b64251af982b40035e010e9c781ef89e14504c951b6,agent_prereview_only,,,,
RPT-PUBMED-17523679,REC-PUBMED-17523679,17523679,A1,The conversion of vitamin K epoxide to vitamin K quinone and vitamin K quinone to vitamin K hydroquinone uses the same active site cysteines.,AGENT-STUDY-983992712F56,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ae21f3d139330485bf54a988ae5c7fdbf7c13c513d90fcaad848f6fad2c1ed74,agent_prereview_only,,,,
RPT-PUBMED-17533024,REC-PUBMED-17533024,17533024,B2,Intravenous paricalcitol for treatment of secondary hyperparathyroidism in children on hemodialysis.,AGENT-STUDY-614D2D263646,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,16bd8fd72749ec30b0dd740619dddd96473beb695d61bd124b70675e66223616,agent_prereview_only,,,,
RPT-PUBMED-17544176,REC-PUBMED-17544176,17544176,B2,[Hypercalcaemia and malignant lymphoma. One case report].,AGENT-STUDY-FF6488710836,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,07e8ea0de8a09fec7fa111e3eaef32849fbf0e509de9f9113e287b70057c1106,agent_prereview_only,,,,
RPT-PUBMED-17553882,REC-PUBMED-17553882,17553882,A1,Targeting of adenovirus serotype 5 (Ad5) and 5/47 pseudotyped vectors in vivo: fundamental involvement of coagulation factors and redundancy of CAR binding by Ad5.,AGENT-STUDY-A5E05BC7C9C0,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b30e5404b6a2e23c8052516d79d6b0941fb69c879a9de0699e7d3d187baf51bf,agent_prereview_only,,,,
RPT-PUBMED-17565042,REC-PUBMED-17565042,17565042,A1,Probable warfarin-simvastatin interaction.,AGENT-STUDY-1B9546408C09,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7cca217a55ceadccd51fdfbe6a6c21d852c6dad7c14d4cecc54725fe1c47eca4,agent_prereview_only,,,,
RPT-PUBMED-17576867,REC-PUBMED-17576867,17576867,A1,Treatment of proximal deep-vein thrombosis with the oral direct factor Xa inhibitor rivaroxaban (BAY 59-7939): the ODIXa-DVT (Oral Direct Factor Xa Inhibitor BAY 59-7939 in Patients With Acute Symptomatic Deep-Vein Thrombosis) study.,AGENT-STUDY-19B1724B3263,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a05de399f8a08d79e04a9e2622a264dd0477c30628fabcbb31321fabdecf9954,agent_prereview_only,,,,
RPT-PUBMED-17579046,REC-PUBMED-17579046,17579046,B2,Receptor activator of NF-kappa B ligand inhibition suppresses bone resorption and hypercalcemia but does not affect host immune responses to influenza infection.,AGENT-STUDY-E15CC111296D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3513812a7ecfff98425e5d6118b11a0042dc2f7185bd13f1a93c7edae13c4940,agent_prereview_only,,,,
RPT-PUBMED-17584621,REC-PUBMED-17584621,17584621,B1|B2,Studying women in clinical trials: scientific and legal implications.,AGENT-STUDY-EE5D29594143,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f896ae596d4ec317bb22cde4b6b1d794ad4df4fc2e1c16a2ae4ef07a85d86eec,agent_prereview_only,,,,
RPT-PUBMED-17587727,REC-PUBMED-17587727,17587727,B2,Effect of crystallization inhibitors on vascular calcifications induced by vitamin D: a pilot study in Sprague-Dawley rats.,AGENT-STUDY-D1A7D028EECC,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a400b98b9b819c553569bbd2048161a22db882cc5da67176c0aca177464104bf,agent_prereview_only,,,,
RPT-PUBMED-17588105,REC-PUBMED-17588105,17588105,B2,Hypercalcemia in active pulmonary tuberculosis.,AGENT-STUDY-480D92A3AC1C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2b284b0bd2ce45a21034505b9d90b7aee398a760b5ef172f1ff24666e3606fd5,agent_prereview_only,,,,
RPT-PUBMED-17588394,REC-PUBMED-17588394,17588394,A1,Warfarin cessation before cardiopulmonary bypass: lessons learned from a randomized controlled trial of oral vitamin K.,AGENT-STUDY-AB68BF4D9626,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,dcd6e4a6283c0cc01ee5517b57658054a126a79ca487a66342bb17e059234756,agent_prereview_only,,,,
RPT-PUBMED-17605511,REC-PUBMED-17605511,17605511,B2,Outcomes of secondary hyperparathyroidism in chronic kidney disease and the direct costs of treatment.,AGENT-STUDY-797E53732DBB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4ceb2feb49a5e6ed36b378895335f7f9612ad8409b675c9f9b23a389688c6bdf,agent_prereview_only,,,,
RPT-PUBMED-17607559,REC-PUBMED-17607559,17607559,A1,The headache over warfarin in British neurosurgical intensive care units: a national survey of current practice.,AGENT-STUDY-EF76AB17A60A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,135e779c7eff70259795760e86b54be28fe8265c7ec1ca256fcc0a9544280fba,agent_prereview_only,,,,
RPT-PUBMED-17609307,REC-PUBMED-17609307,17609307,B2,Occurrence of hypercalciuria in patients with osteoporosis treated with teriparatide.,AGENT-STUDY-3DE68609E86D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2ce29007e042298f12ed03d195e003c4d891cb83ba277d2e47d2d62289642823,agent_prereview_only,,,,
RPT-PUBMED-17611042,REC-PUBMED-17611042,17611042,A1,[Impact of pharmacogenetics on interindividual variability in the response to vitamin K antagonist therapy].,AGENT-STUDY-30B1B62BDE82,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4fbdba32b517ce609c1305c35c3f98268e7847fb0be51892fa25c90128de6d76,agent_prereview_only,,,,
RPT-PUBMED-17622742,REC-PUBMED-17622742,17622742,B2,Differential inhibition of renin mRNA expression by paricalcitol and calcitriol in C57/BL6 mice.,AGENT-STUDY-AD7BC7735350,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,716bb3c2fe4c103ca2dc8058a17fbfaff148ac8cd3d0b8bf4cb6b8f2bd8e9dc3,agent_prereview_only,,,,
RPT-PUBMED-17626320,REC-PUBMED-17626320,17626320,A1,[Initial treatment of venous thromboembolic events].,AGENT-STUDY-76E2D32A60F4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,89501fb3915467b4bbd2b12ce9f53755f7a5f061a23bc30e5bcfa45968fca9df,agent_prereview_only,,,,
RPT-PUBMED-17627525,REC-PUBMED-17627525,17627525,B2,Mechanism and potential of the growth-inhibitory actions of vitamin D and ana-logs.,AGENT-STUDY-51B278408BA9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,be16e2cf1d76a237f3ab84fa2f90991a2c1b35ca311862e2ba885fcd630dfe40,agent_prereview_only,,,,
RPT-PUBMED-17627564,REC-PUBMED-17627564,17627564,A1,New pharmacologic approaches to prevent thromboembolism in patients with atrial fibrillation.,AGENT-STUDY-645036847E29,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a0b5f04368dd16039f980e0ba5c4fbc78047c255f764cc0a02aeaee612e9d3f0,agent_prereview_only,,,,
RPT-PUBMED-17628009,REC-PUBMED-17628009,17628009,B2,Vitamin D receptor-dependent inhibition of mammary tumor growth by EB1089 and ultraviolet radiation in vivo.,AGENT-STUDY-20DA03BCAEA4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,84bc0fec4b9d4203eade136f96edb4f08d5977fc9a63f6a96ae0e3d4a3e5778e,agent_prereview_only,,,,
RPT-PUBMED-17629875,REC-PUBMED-17629875,17629875,B1,Urinary Tamm-Horsfall protein and citrate: a case-control study of inhibitors and promoters of calcium stone formation.,AGENT-STUDY-90795D4C14C8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,92a9cdfc4cf93100fadab70613b0ebbc773644b4f594c7e275d542b826d94401,agent_prereview_only,,,,
RPT-PUBMED-17635701,REC-PUBMED-17635701,17635701,A1,VKORC1: molecular target of coumarins.,AGENT-STUDY-CEFCDFD44348,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,023e8d98332d8ff74f8961bf947dd842579761292ced4b47b8dfb58347ea9a9f,agent_prereview_only,,,,
RPT-PUBMED-17635710,REC-PUBMED-17635710,17635710,A1,Factor Xa or thrombin: is factor Xa a better target?,AGENT-STUDY-1F7C2D1B0D5C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4e21e5400e94d8c0d36593ec591d25272806d49e73a70b800dd7574699d9f54b,agent_prereview_only,,,,
