link_candidate_id,nct_id,registry_record_id,pmid,pubmed_record_id,reference_type,registry_question_ids,registry_title,pubmed_title,pubmed_doi,agent_recommendation,recommendation_reason,pubmed_in_search_corpus,source_context_sha256,decision_authority,human_link_decision,verified_by,verified_at
LINK-CTGOV-NCT01006733-PMID-27443162,NCT01006733,REC-CTGOV-NCT01006733,27443162,REC-PUBMED-27443162,BACKGROUND,A1,Genetics Informatics Trial (GIFT) of Warfarin to Prevent DVT,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,2f06fe18d63bccc9495dab0c4c1498f58a875800ac5132172269c23f2310e602,agent_prereview_only,,,
LINK-CTGOV-NCT01006733-PMID-28973620,NCT01006733,REC-CTGOV-NCT01006733,28973620,REC-PUBMED-28973620,DERIVED,A1,Genetics Informatics Trial (GIFT) of Warfarin to Prevent DVT,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,bd5f5c52e0e9a11ae3aba2ab599e7324d23e795fb598f144fd5f878b079b32ca,agent_prereview_only,,,
LINK-CTGOV-NCT01006733-PMID-31479138,NCT01006733,REC-CTGOV-NCT01006733,31479138,REC-PUBMED-31479138,DERIVED,A1,Genetics Informatics Trial (GIFT) of Warfarin to Prevent DVT,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,ce710176f0efa46043f548a540676e760afcdbb9d84efaf6e339731e71605ac0,agent_prereview_only,,,
LINK-CTGOV-NCT01034124-PMID-19114462,NCT01034124,REC-CTGOV-NCT01034124,19114462,REC-PUBMED-19114462,RESULT,A1,Mechanisms Underlying Drug-Diet Interactions,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,5258d438e49d3e0e0ad72bece5b584e7e1cec633e4d2b871e65aef5ed2168ae3,agent_prereview_only,,,
LINK-CTGOV-NCT01130025-PMID-23764005,NCT01130025,REC-CTGOV-NCT01130025,23764005,REC-PUBMED-23764005,DERIVED,A1,Long-Term Innohep® Treatment Versus a Vitamin K Antagonist (Warfarin) for the Treatment of Venous Thromboembolism (VTE) in Cancer,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,76a3cbde1568b94e0db0ed1fa1094dca9d9abf5a755ead63b76bcabf6b817c5a,agent_prereview_only,,,
LINK-CTGOV-NCT01130025-PMID-26284719,NCT01130025,REC-CTGOV-NCT01130025,26284719,REC-PUBMED-26284719,DERIVED,A1,Long-Term Innohep® Treatment Versus a Vitamin K Antagonist (Warfarin) for the Treatment of Venous Thromboembolism (VTE) in Cancer,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,61aa4b999a9bbbdca166141a12e7a9249257f8096676f4c8910af596a6bcd43f,agent_prereview_only,,,
LINK-CTGOV-NCT01130025-PMID-29618162,NCT01130025,REC-CTGOV-NCT01130025,29618162,REC-PUBMED-29618162,DERIVED,A1,Long-Term Innohep® Treatment Versus a Vitamin K Antagonist (Warfarin) for the Treatment of Venous Thromboembolism (VTE) in Cancer,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,85b0edab92d3870bec09632de86528f6810f6c3ed07b1e83f605d01e402fae02,agent_prereview_only,,,
LINK-CTGOV-NCT01130025-PMID-34878173,NCT01130025,REC-CTGOV-NCT01130025,34878173,REC-PUBMED-34878173,DERIVED,A1,Long-Term Innohep® Treatment Versus a Vitamin K Antagonist (Warfarin) for the Treatment of Venous Thromboembolism (VTE) in Cancer,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,3b6a820ba563b72603c3acb886a58a48fb9180f2dc5c5804b6511ec582abd9c3,agent_prereview_only,,,
LINK-CTGOV-NCT01175330-PMID-25027101,NCT01175330,REC-CTGOV-NCT01175330,25027101,REC-PUBMED-25027101,RESULT,A2,Omega 3 Fatty Acid Efficiency for Prevention of Atrial Fibrillation After Coronary Artery Bypass Grafting,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,c1a0569f0ef99492c39bc33acb774ce38ccc1c6518fb8e586ff2e20e77899cb1,agent_prereview_only,,,
LINK-CTGOV-NCT01198275-PMID-21844082,NCT01198275,REC-CTGOV-NCT01198275,21844082,REC-PUBMED-21844082,DERIVED,A2,n-3 Polyunsaturated Fatty Acids (PUFAs) in the Prevention of Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,a4c82ce789dc42cba012f8b8e79a50f3af83845a5ebcc368bca6999ae8bb6f42,agent_prereview_only,,,
LINK-CTGOV-NCT01235130-PMID-25277614,NCT01235130,REC-CTGOV-NCT01235130,25277614,REC-PUBMED-25277614,DERIVED,A2,Multi_center Study to Evaluate the Effect of N-3 Fatty Acids (OMEGA-3) on Arrhythmia Recurrence in Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,8048f004246a8dd5bd91cb8f8871ab0d4728ba753080343777abf90781c8bf90,agent_prereview_only,,,
LINK-CTGOV-NCT01285661-PMID-28407492,NCT01285661,REC-CTGOV-NCT01285661,28407492,REC-PUBMED-28407492,DERIVED,A1,Optimal Duration of Anticoagulation in Deep Venous Thrombosis,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,4ce5a184dbdbf6d70df309e7e2123a5be800776c101ba8e66a2a9d9fbef941e5,agent_prereview_only,,,
LINK-CTGOV-NCT01348074-PMID-18205763,NCT01348074,REC-CTGOV-NCT01348074,18205763,REC-PUBMED-18205763,BACKGROUND,A1,Reinitiation of Anticoagulation After Temporary Withdrawal of Vitamin K Antagonist,Clinical factors influencing the sensitivity to warfarin when restarted after surgery.,10.1111/j.1365-2796.2007.01913.x,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,f3ab645e6cd4df227c5c9a5d47448f05da14ad3e2f0f5982a2790678fe4aa2f5,agent_prereview_only,,,
LINK-CTGOV-NCT01348074-PMID-24837794,NCT01348074,REC-CTGOV-NCT01348074,24837794,REC-PUBMED-24837794,RESULT,A1,Reinitiation of Anticoagulation After Temporary Withdrawal of Vitamin K Antagonist,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,eae425c74f31023c65fb323d02e71c4f99ab1415e6902137022f74c8f7c5b7d7,agent_prereview_only,,,
LINK-CTGOV-NCT01400646-PMID-25475601,NCT01400646,REC-CTGOV-NCT01400646,25475601,REC-PUBMED-25475601,DERIVED,A1,A Study to Explore the Pharmacodynamic Changes When Transitioning From Rivaroxaban to Warfarin in Healthy Volunteers,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,6262e966c95bc5595b28bc415b93563ac421bd7be29da8f969e35fcf1bd8a721,agent_prereview_only,,,
LINK-CTGOV-NCT01507051-PMID-24528331,NCT01507051,REC-CTGOV-NCT01507051,24528331,REC-PUBMED-24528331,RESULT,A1,Switching Study From Warfarin to Rivaroxaban,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,68a0782ea69b34fa02847e52298e634fae6b2e525cdb16faf07fcaf36a3a338a,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-10073515,NCT01520402,REC-CTGOV-NCT01520402,10073515,REC-PUBMED-10073515,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,17b7cb1aac9029932b9b226bad02899b759a804d48fefb97e47e2608ed6ed6c9,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-12742309,NCT01520402,REC-CTGOV-NCT01520402,12742309,REC-PUBMED-12742309,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,8d8f6e3de9170754a0efbaff4ff1bc3ebabb4c6c4b6177a20907bb23b3e3e1ae,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-15358623,NCT01520402,REC-CTGOV-NCT01520402,15358623,REC-PUBMED-15358623,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,113b92cc3c3d8e718f441fc7def1c38c32c4510c0f672c8acd9fc229c0760e69,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-15883587,NCT01520402,REC-CTGOV-NCT01520402,15883587,REC-PUBMED-15883587,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,Common VKORC1 and GGCX polymorphisms associated with warfarin dose.,10.1038/sj.tpj.6500313,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,73919c26641f9ee59ab410e0b59deb51739cea8892672cf6e3bcac9f98606d63,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-15930419,NCT01520402,REC-CTGOV-NCT01520402,15930419,REC-PUBMED-15930419,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,Effect of VKORC1 haplotypes on transcriptional regulation and warfarin dose.,10.1056/nejmoa044503,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,d9150688881bdca0de445037dec9816996f0ba37348110e7c81af2c8d7679a11,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-15947090,NCT01520402,REC-CTGOV-NCT01520402,15947090,REC-PUBMED-15947090,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,423d950be3f017a294e0f9f8246a84f39489da7b3bd3159e95abdc6a3bbab083,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-16685005,NCT01520402,REC-CTGOV-NCT01520402,16685005,REC-PUBMED-16685005,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,41c821b557770bdbd0a8aef6a3379d624107390c177c9021e3472d3e787d440d,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-17047216,NCT01520402,REC-CTGOV-NCT01520402,17047216,REC-PUBMED-17047216,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,10fff84162fedf68f8fec7af9eb9d7342e2c77f545da0b24766497996164de6e,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-17620536,NCT01520402,REC-CTGOV-NCT01520402,17620536,REC-PUBMED-17620536,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,0a97fbf246cf2e41aa8217a6d8b259f7fa6acda2715d2d602f99d65ffd8748d8,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-17851566,NCT01520402,REC-CTGOV-NCT01520402,17851566,REC-PUBMED-17851566,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,2d6fdfc2085fc443d2a36f994cfd6d669e9a9ddf49384dff8bc861146dcd7996,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-17989110,NCT01520402,REC-CTGOV-NCT01520402,17989110,REC-PUBMED-17989110,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,af4590d38c1e363054bfcf4bad9a83f91503fb3cf3c7c2f04829afe4e2e2fc36,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-18240910,NCT01520402,REC-CTGOV-NCT01520402,18240910,REC-PUBMED-18240910,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,Use of genetic and nongenetic factors in warfarin dosing algorithms.,10.2217/14622416.8.7.851,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,2ca4ed39634e91fefa74cc92814a73f7f096868e7d7da1a7cd34c295453bef0f,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-18250228,NCT01520402,REC-CTGOV-NCT01520402,18250228,REC-PUBMED-18250228,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,26acbb06a32f80fd855b48d9b7bc9f5fe73fdb88b8c0e8dd9fe9fdf06aa5a6e1,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-18305455,NCT01520402,REC-CTGOV-NCT01520402,18305455,REC-PUBMED-18305455,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,547f581283741b56d8b566cc848f3a02b463f74c06d3be0c166a4be54eb5eb68,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-18322281,NCT01520402,REC-CTGOV-NCT01520402,18322281,REC-PUBMED-18322281,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,Genetic determinants of response to warfarin during initial anticoagulation.,10.1056/nejmoa0708078,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,077f13c022e9170b2c9ebb4920ca4e50c079864569cec3dfb2ca1e1f57b6b943,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-18535201,NCT01520402,REC-CTGOV-NCT01520402,18535201,REC-PUBMED-18535201,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,A genome-wide scan for common genetic variants with a large influence on warfarin maintenance dose.,10.1182/blood-2008-01-134247,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,b3995cb05ddd213fe4b03b1c4254f7ea28c8652f6033f0731d29ea8265f9fd51,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-19074728,NCT01520402,REC-CTGOV-NCT01520402,19074728,REC-PUBMED-19074728,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,3bb1d527681161c038cd28b528cbee693dad153aae0a2425897cd201c9fefee2,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-19228618,NCT01520402,REC-CTGOV-NCT01520402,19228618,REC-PUBMED-19228618,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,108eb0c9bf7ccb79f8d7c91296f28390c022ec48f07ab24e009235a8d4212d46,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-19300499,NCT01520402,REC-CTGOV-NCT01520402,19300499,REC-PUBMED-19300499,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f4e8cbaca685bda65bc2e1c5c486b8351fcbc68e5f9f8e91f56e0271e616667f,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-19663669,NCT01520402,REC-CTGOV-NCT01520402,19663669,REC-PUBMED-19663669,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,3d29d29c02c5b73cf3f81b46f3843d5f44bfdb3ef9fa8cfdb9bb2718100d24a7,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-19717844,NCT01520402,REC-CTGOV-NCT01520402,19717844,REC-PUBMED-19717844,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,a6326ae7fff3959ebe138af0c1e697b1d983fd13be8caa8246c43cfd0679ab1b,agent_prereview_only,,,
LINK-CTGOV-NCT01520402-PMID-19842940,NCT01520402,REC-CTGOV-NCT01520402,19842940,REC-PUBMED-19842940,BACKGROUND,A1,Genetic Response to Warfarin in Healthy Subjects,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,53a0ebaa2a736ea94b81ac554212ec4ef2cb8d2c1adc3307ee9f4b09030e95a5,agent_prereview_only,,,
